Puzzle,Answer
"KEY, PRINCIPAL, STAPLE, ESSENTIAL, RECORDING, APPLAUSE, WALK, EXIT, TAPE, RULER, PEN, SCISSORS, HAND, SEND, PASS, GIVE","['KEY, PRINCIPAL, STAPLE, ESSENTIAL', 'RECORDING, APPLAUSE, WALK, EXIT', 'TAPE, RULER, PEN, SCISSORS', 'HAND, SEND, PASS, GIVE']"
"KICK, HEAT, FIRE, SPICE, BRUSH, GEL, CLIPPERS, CAPE, THUNDER, ROAR, BOOM, CRASH, SET, MAGIC, TAROT, BASEBALL","['KICK, HEAT, FIRE, SPICE', 'BRUSH, GEL, CLIPPERS, CAPE', 'THUNDER, ROAR, BOOM, CRASH', 'SET, MAGIC, TAROT, BASEBALL']"
"KING, BERRY, PAGE, WATERS, PLOT, TITLE, CAST, GENRE, CHARADE, FRONT, AIRS, AFFECT, GUESS, WIND, NATURE, FIDDLE","['KING, BERRY, PAGE, WATERS', 'PLOT, TITLE, CAST, GENRE', 'CHARADE, FRONT, AIRS, AFFECT', 'GUESS, WIND, NATURE, FIDDLE']"
"KISS, DOT, WHOPPER, GOOBER, ROMANCE, HORROR, MUSICAL, WESTERN, STRIPES, PAISLEY, PLAID, HOUNDSTOOTH, FICTION, LIE, FIB, TALE","['KISS, DOT, WHOPPER, GOOBER', 'ROMANCE, HORROR, MUSICAL, WESTERN', 'STRIPES, PAISLEY, PLAID, HOUNDSTOOTH', 'FICTION, LIE, FIB, TALE']"
"KNEES, SHOULDERS, HEAD, TOES, WHEELS, RIDE, WHIP, AUTO, PEELS, SHELLS, SHUCKS, PARES, BEES, GOSSIP, CAFFEINE, INTERCOMS","['KNEES, SHOULDERS, HEAD, TOES', 'WHEELS, RIDE, WHIP, AUTO', 'PEELS, SHELLS, SHUCKS, PARES', 'BEES, GOSSIP, CAFFEINE, INTERCOMS']"
"LAB, POM, PIT, PEKE, MOUTH, NOSE, EYE, CHEEK, AMIGO, STOOGE, KING, TENOR, WOLF, CHOW, SCARF, GOBBLE","['LAB, POM, PIT, PEKE', 'MOUTH, NOSE, EYE, CHEEK', 'AMIGO, STOOGE, KING, TENOR', 'WOLF, CHOW, SCARF, GOBBLE']"
"LADLE, WHISK, GRATER, PEELER, CLEAVER, PARTRIDGE, TANNER, BUNKER, PRINCESS, DINOSAUR, MUSHROOM, PLUMBER, FISH, BIRD, REPTILE, MAMMAL","['LADLE, WHISK, GRATER, PEELER', 'CLEAVER, PARTRIDGE, TANNER, BUNKER', 'PRINCESS, DINOSAUR, MUSHROOM, PLUMBER', 'FISH, BIRD, REPTILE, MAMMAL']"
"LADY, DRUMMER, RING, SWAN, PERFECT, FUTURE, PRESENT, PAST, MAPLE, SIMPLE, COUGH, CORN, GOODNESS, MERCY, HEAVENS, LORD","['LADY, DRUMMER, RING, SWAN', 'PERFECT, FUTURE, PRESENT, PAST', 'MAPLE, SIMPLE, COUGH, CORN', 'GOODNESS, MERCY, HEAVENS, LORD']"
"LAND, PERCH, SETTLE, ROOST, SILK, VELVET, SATIN, CHIFFON, LACE, SOLE, TONGUE, EYELET, BLOW, BABY, PACKAGE, SPEECH","['LAND, PERCH, SETTLE, ROOST', 'SILK, VELVET, SATIN, CHIFFON', 'LACE, SOLE, TONGUE, EYELET', 'BLOW, BABY, PACKAGE, SPEECH']"
"LARGE, LEGEND, ROOM, PROOF, VEHICLE, MEANS, MEDIUM, CHANNEL, SWIFT, MARS, GRANDE, STYLES, SMALL, OUTSIDE, SLIM, REMOTE","['LARGE, LEGEND, ROOM, PROOF', 'VEHICLE, MEANS, MEDIUM, CHANNEL', 'SWIFT, MARS, GRANDE, STYLES', 'SMALL, OUTSIDE, SLIM, REMOTE']"
"LATER, NEXT, SOON, EVENTUALLY, PEBBLE, CHEERIO, FLAKE, PUFF, ROUND, BYE, BRACKET, SEED, PEACE, SCISSORS, VICTORY, TWO","['LATER, NEXT, SOON, EVENTUALLY', 'PEBBLE, CHEERIO, FLAKE, PUFF', 'ROUND, BYE, BRACKET, SEED', 'PEACE, SCISSORS, VICTORY, TWO']"
"LAWSUIT, CLAIM, COMPLAINT, ACTION, RUNWAY, TERMINAL, HANGAR, TARMAC, CLUB, BEANBAG, TORCH, RING, WINDSOCK, TURNCOAT, FOXGLOVE, GUMSHOE","['LAWSUIT, CLAIM, COMPLAINT, ACTION', 'RUNWAY, TERMINAL, HANGAR, TARMAC', 'CLUB, BEANBAG, TORCH, RING', 'WINDSOCK, TURNCOAT, FOXGLOVE, GUMSHOE']"
"LAY, SET, PLACE, PUT, PAN, KETTLE, POT, GRIDDLE, RUFFLE, TRIM, FRINGE, FRILL, TEASE, WISE, GEEZ, SEIZE","['LAY, SET, PLACE, PUT', 'PAN, KETTLE, POT, GRIDDLE', 'RUFFLE, TRIM, FRINGE, FRILL', 'TEASE, WISE, GEEZ, SEIZE']"
"LEAD, HARNESS, HALTER, COLLAR, BRASS, CHEEK, NERVE, GALL, MERCURY, FERRY, PLANT, NICKS, GLOBE, TOP, RECORD, CAROUSEL","['LEAD, HARNESS, HALTER, COLLAR', 'BRASS, CHEEK, NERVE, GALL', 'MERCURY, FERRY, PLANT, NICKS', 'GLOBE, TOP, RECORD, CAROUSEL']"
"LEAF, PAGE, SHEET, FOLIO, STEM, CHECK, CURB, LIMIT, DRIVE, STREET, ALLEY, LANE, THUMB, PICK, BLOW, HOLD","['LEAF, PAGE, SHEET, FOLIO', 'STEM, CHECK, CURB, LIMIT', 'DRIVE, STREET, ALLEY, LANE', 'THUMB, PICK, BLOW, HOLD']"
"LEMON, BOMB, FLOP, DUD, GARDEN, STAR, CANDY, BOTTOM, GHOST, DESERT, IGNORE, JILT, RASPBERRY, HISS, BOO, JEER","['LEMON, BOMB, FLOP, DUD', 'GARDEN, STAR, CANDY, BOTTOM', 'GHOST, DESERT, IGNORE, JILT', 'RASPBERRY, HISS, BOO, JEER']"
"LEVEL, SAW, FILE, CLAMP, MAKEUP, STRUCTURE, FABRIC, COMPOSITION, TAN, LOG, MOD, MAX, STUMP, CANVASS, ORGANIZE, CAMPAIGN","['LEVEL, SAW, FILE, CLAMP', 'MAKEUP, STRUCTURE, FABRIC, COMPOSITION', 'TAN, LOG, MOD, MAX', 'STUMP, CANVASS, ORGANIZE, CAMPAIGN']"
"LID, TOP, COVER, CAP, MONK, HARBOR, HARP, HOODED, AVIATOR, CAT EYE, WAYFARER, WRAPAROUND, FLUTE, CLARINET, BASSOON, OBOE","['LID, TOP, COVER, CAP', 'MONK, HARBOR, HARP, HOODED', 'AVIATOR, CAT EYE, WAYFARER, WRAPAROUND', 'FLUTE, CLARINET, BASSOON, OBOE']"
"LIGHT, KINDLE, TORCH, BURN, NEWS, INTEL, DATA, INFO, VALLEY, DELL, GLEN, HOLLOW, COMPUTER, APPLE, PLANET, REACTOR","['LIGHT, KINDLE, TORCH, BURN', 'NEWS, INTEL, DATA, INFO', 'VALLEY, DELL, GLEN, HOLLOW', 'COMPUTER, APPLE, PLANET, REACTOR']"
"LIMA, PINTO, KIDNEY, FAVA, LIMERICK, LINCOLN, LAGOS, LUXOR, LINE, VERSE, RHYME, METER, CREATOR, RAPPER, STALLION, DUDE","['LIMA, PINTO, KIDNEY, FAVA', 'LIMERICK, LINCOLN, LAGOS, LUXOR', 'LINE, VERSE, RHYME, METER', 'CREATOR, RAPPER, STALLION, DUDE']"
"LINE, LABEL, COLLECTION, BRAND, GREECE, HARE, KATZ, MAIM, BUNNY, DUCK, PIG, MARTIAN, TAG, HOP, DODGE, HIDE","['LINE, LABEL, COLLECTION, BRAND', 'GREECE, HARE, KATZ, MAIM', 'BUNNY, DUCK, PIG, MARTIAN', 'TAG, HOP, DODGE, HIDE']"
"LINE, POINT, RAY, SEGMENT, BABY, LOVE, BOO, DEAR, ZIP, ENERGY, JUICE, FIRE, SANTA, SAUCE, CODE, AGENT","['LINE, POINT, RAY, SEGMENT', 'BABY, LOVE, BOO, DEAR', 'ZIP, ENERGY, JUICE, FIRE', 'SANTA, SAUCE, CODE, AGENT']"
"LINK, BOND, RELATION, TIE, LAUNDRY, MARTINI, JOKE, DOZEN, BUTTON, COLLAR, CUFF, POCKET, WINDOW, TAB, HISTORY, BOOKMARK","['LINK, BOND, RELATION, TIE', 'LAUNDRY, MARTINI, JOKE, DOZEN', 'BUTTON, COLLAR, CUFF, POCKET', 'WINDOW, TAB, HISTORY, BOOKMARK']"
"LINK, COUPLE, HITCH, TIE, FIRE, PUMP, AMP, HYPE, WATER, GAS, ELECTRIC, CABLE, SONIC, ACOUSTIC, HEARD, AUDITORY","['LINK, COUPLE, HITCH, TIE', 'FIRE, PUMP, AMP, HYPE', 'WATER, GAS, ELECTRIC, CABLE', 'SONIC, ACOUSTIC, HEARD, AUDITORY']"
"LIP, SASS, CHEEK, ATTITUDE, TEMPLE, RIM, BRIDGE, LENS, BASS, FLUKE, PERCH, PIKE, CHANCE, OUTLOOK, FORECAST, PROSPECT","['LIP, SASS, CHEEK, ATTITUDE', 'TEMPLE, RIM, BRIDGE, LENS', 'BASS, FLUKE, PERCH, PIKE', 'CHANCE, OUTLOOK, FORECAST, PROSPECT']"
"LIQUID, FIXED, TOXIC, FROZEN, CAVEAT, QUID, VOX, ERGO, STORE, SQUIRREL, STASH, STOW, SQUID, ARCADE, NUMBERS, BLAME","['LIQUID, FIXED, TOXIC, FROZEN', 'CAVEAT, QUID, VOX, ERGO', 'STORE, SQUIRREL, STASH, STOW', 'SQUID, ARCADE, NUMBERS, BLAME']"
"LOADED, FLUSH, RICH, WEALTHY, DICE, CUBE, CHOP, MINCE, PAIR, BURY, CURRENT, LEACHY, SQUARE, STRAIGHT, STUFFY, TRADITIONAL","['LOADED, FLUSH, RICH, WEALTHY', 'DICE, CUBE, CHOP, MINCE', 'PAIR, BURY, CURRENT, LEACHY', 'SQUARE, STRAIGHT, STUFFY, TRADITIONAL']"
"LOCK, CURL, TRESS, RINGLET, PRESS, EXPOSURE, COVERAGE, PUBLICITY, SHIP, NESS, ION, DOM, FAMILY, FLEA, FLYING, MEDIA","['LOCK, CURL, TRESS, RINGLET', 'PRESS, EXPOSURE, COVERAGE, PUBLICITY', 'SHIP, NESS, ION, DOM', 'FAMILY, FLEA, FLYING, MEDIA']"
"LOCK, SECURE, CLINCH, GUARANTEE, STEAM, HAIR, LETTUCE, STATE, CHIP, MARK, SCRATCH, NICK, BUN, LOAF, ROLL, BAGUETTE","['LOCK, SECURE, CLINCH, GUARANTEE', 'STEAM, HAIR, LETTUCE, STATE', 'CHIP, MARK, SCRATCH, NICK', 'BUN, LOAF, ROLL, BAGUETTE']"
"LOOK, STYLE, DRESS, MANNER, TASTE, TOUCH, SIGHT, SMELL, NEW, SAILOR, HARVEST, BLUE, SAME, SECOND, DITTO, LIKEWISE","['LOOK, STYLE, DRESS, MANNER', 'TASTE, TOUCH, SIGHT, SMELL', 'NEW, SAILOR, HARVEST, BLUE', 'SAME, SECOND, DITTO, LIKEWISE']"
"LOVER, BUFF, NUT, FAN, CUT, PARE, TRIM, CLIP, BUILT, RIPPED, JACKED, SWOLE, PUG, BRAIN, PRUNE, WALNUT","['LOVER, BUFF, NUT, FAN', 'CUT, PARE, TRIM, CLIP', 'BUILT, RIPPED, JACKED, SWOLE', 'PUG, BRAIN, PRUNE, WALNUT']"
"MADNESS, FOLLY, NONSENSE, ABSURDITY, MARCH, PUSH, PROGRESS, ADVANCE, FEET, CHEESE, GARBAGE, SKUNK, FREEZE, SIX, FAKE, CUT","['MADNESS, FOLLY, NONSENSE, ABSURDITY', 'MARCH, PUSH, PROGRESS, ADVANCE', 'FEET, CHEESE, GARBAGE, SKUNK', 'FREEZE, SIX, FAKE, CUT']"
"MAJOR, DEGREE, CONCENTRATION, MINOR, SCARF, WOLF, DOWN, INHALE, CADET, BAR, HEATER, STATION, BLANKET, GENERAL, BROAD, SWEEPING","['MAJOR, DEGREE, CONCENTRATION, MINOR', 'SCARF, WOLF, DOWN, INHALE', 'CADET, BAR, HEATER, STATION', 'BLANKET, GENERAL, BROAD, SWEEPING']"
"MAJOR, PRIVATE, CAPTAIN, GENERAL, DEMAND, MARKET, AUDIENCE, APPETITE, PORT, OUTLET, JACK, SOCKET, PERSONAL, POP-UP, WANT, ATTACK","['MAJOR, PRIVATE, CAPTAIN, GENERAL', 'DEMAND, MARKET, AUDIENCE, APPETITE', 'PORT, OUTLET, JACK, SOCKET', 'PERSONAL, POP-UP, WANT, ATTACK']"
"MARBLE, BASEBALL, PEA, GRAPEFRUIT, DRIVE, PUSH, PROMPT, PROPEL, GYM, PARK, DUGOUT, COURTROOM, WILD, REVERSE, DRAW, SKIP","['MARBLE, BASEBALL, PEA, GRAPEFRUIT', 'DRIVE, PUSH, PROMPT, PROPEL', 'GYM, PARK, DUGOUT, COURTROOM', 'WILD, REVERSE, DRAW, SKIP']"
"MARS, CHUNKY, CRUNCH, MOUNDS, WOMBAT, KANGAROO, KOALA, WALLABY, EYE, TRUTH, GUN, MOLE RAT, PAPER, CHEDDAR, DOUGH, STACKS","['MARS, CHUNKY, CRUNCH, MOUNDS', 'WOMBAT, KANGAROO, KOALA, WALLABY', 'EYE, TRUTH, GUN, MOLE RAT', 'PAPER, CHEDDAR, DOUGH, STACKS']"
"MASK, BLOCK, HIDE, COVER, CROWN, DIAL, HAND, STRAP, NOSE, FAUCET, MASCARA, CANDIDATE, SWORD, TIARA, LASSO, SHIELD","['MASK, BLOCK, HIDE, COVER', 'CROWN, DIAL, HAND, STRAP', 'NOSE, FAUCET, MASCARA, CANDIDATE', 'SWORD, TIARA, LASSO, SHIELD']"
"MASTODON, DODO, MAMMOTH, TRILOBITE, BUSTS, FLOPS, MISSES, TURKEYS, X, SMACK, PECK, SMOOCH, THREADS, DUDS, OUTFIT, GETUP","['MASTODON, DODO, MAMMOTH, TRILOBITE', 'BUSTS, FLOPS, MISSES, TURKEYS', 'X, SMACK, PECK, SMOOCH', 'THREADS, DUDS, OUTFIT, GETUP']"
"MATCH, ROUND, CONTEST, BOUT, HEART, FIRE, SPARKLES, SKULL, FLASH, RITZ, DAZZLE, POMP, SQUARE, PLAZA, COURT, YARD","['MATCH, ROUND, CONTEST, BOUT', 'HEART, FIRE, SPARKLES, SKULL', 'FLASH, RITZ, DAZZLE, POMP', 'SQUARE, PLAZA, COURT, YARD']"
"MEASURE, ACT, BILL, RESOLUTION, AURA, HODA, DOGE, BUCK, OPEN, DIRECT, FRANK, STRAIGHT, SAVANNA, PLAIN, PRAIRIE, MEADOW","['MEASURE, ACT, BILL, RESOLUTION', 'AURA, HODA, DOGE, BUCK', 'OPEN, DIRECT, FRANK, STRAIGHT', 'SAVANNA, PLAIN, PRAIRIE, MEADOW']"
"MEDIUM, MYSTIC, ORACLE, PSYCHIC, REAL, AWFUL, WAY, BLOODY, EXCLUSIVE, RARE, LIMITED, COLLECTIBLE, IMPRESSIVE, NICE, WELL DONE, PROPS","['MEDIUM, MYSTIC, ORACLE, PSYCHIC', 'REAL, AWFUL, WAY, BLOODY', 'EXCLUSIVE, RARE, LIMITED, COLLECTIBLE', 'IMPRESSIVE, NICE, WELL DONE, PROPS']"
"MELT, CONDENSE, FREEZE, VAPORIZE, HONEY, HERO, SOMEDAY, FANTASY, COVER, SUB, BACKUP, ALTERNATE, COPPER, SHRINK, HACK, SUIT","['MELT, CONDENSE, FREEZE, VAPORIZE', 'HONEY, HERO, SOMEDAY, FANTASY', 'COVER, SUB, BACKUP, ALTERNATE', 'COPPER, SHRINK, HACK, SUIT']"
"MERMAID, KING, CLOWN, COLONEL, PIXIE, BUZZ, BOWL, CREW, RULER, COMPASS, SCALE, WATCH, MAIN, PIPE, CHANNEL, LINE","['MERMAID, KING, CLOWN, COLONEL', 'PIXIE, BUZZ, BOWL, CREW', 'RULER, COMPASS, SCALE, WATCH', 'MAIN, PIPE, CHANNEL, LINE']"
"MESSAGE, TEXT, CORRESPOND, WRITE, STOP, PLAY, RECORD, PAUSE, DIFFERENT, NEW, NOVEL, ORIGINAL, POEM, YARDSTICK, FURNITURE, BIPED","['MESSAGE, TEXT, CORRESPOND, WRITE', 'STOP, PLAY, RECORD, PAUSE', 'DIFFERENT, NEW, NOVEL, ORIGINAL', 'POEM, YARDSTICK, FURNITURE, BIPED']"
"MIA, ELSEWHERE, GONE, ABSENT, PUNK, GOTH, GLAM, METAL, HORROR, JOCK, WAVE, VALUE, CHEERLEADER, CHAMPION, EXPONENT, ADVOCATE","['MIA, ELSEWHERE, GONE, ABSENT', 'PUNK, GOTH, GLAM, METAL', 'HORROR, JOCK, WAVE, VALUE', 'CHEERLEADER, CHAMPION, EXPONENT, ADVOCATE']"
"MIA, OMG, PIN, RAM, MAMA, MULE, SLING, LIBRE, ROUND, CHUCK, FLANK, LOIN, KID, NEEDLE, RIB, TEASE","['MIA, OMG, PIN, RAM', 'MAMA, MULE, SLING, LIBRE', 'ROUND, CHUCK, FLANK, LOIN', 'KID, NEEDLE, RIB, TEASE']"
"MICROSCOPE, BEAKER, DROPPER, GOGGLES, HEART, NUCLEUS, CENTER, HUB, SHEET, CELL, FORMULA, SORT, BODY, SIGN, LOVE, ROMANCE","['MICROSCOPE, BEAKER, DROPPER, GOGGLES', 'HEART, NUCLEUS, CENTER, HUB', 'SHEET, CELL, FORMULA, SORT', 'BODY, SIGN, LOVE, ROMANCE']"
"MILL, PLANT, SHOP, FACTORY, CORE, SEED, STEM, RIND, FEATHER, MIDDLE, LIGHT, HEAVY, WIND, WING, WINE, WINK","['MILL, PLANT, SHOP, FACTORY', 'CORE, SEED, STEM, RIND', 'FEATHER, MIDDLE, LIGHT, HEAVY', 'WIND, WING, WINE, WINK']"
"MINERAL, SPRING, TAP, STILL, SLIP, FALL, SPILL, TRIP, CORSET, WASP, HOURGLASS, DIABOLO, HONEY, BROWN, TEDDY, BOO-BOO","['MINERAL, SPRING, TAP, STILL', 'SLIP, FALL, SPILL, TRIP', 'CORSET, WASP, HOURGLASS, DIABOLO', 'HONEY, BROWN, TEDDY, BOO-BOO']"
"MINI, POODLE, PENCIL, WRAP, PICO, MICRO, MEGA, KILO, LIME, SALSA, ONION, CILANTRO, FAITH, MOLE, FOOT, CAPITOL","['MINI, POODLE, PENCIL, WRAP', 'PICO, MICRO, MEGA, KILO', 'LIME, SALSA, ONION, CILANTRO', 'FAITH, MOLE, FOOT, CAPITOL']"
"MINI, RAM, JAGUAR, FIAT, KNOCK, SLAM, PAN, ROAST, ALONE, CHOPPED, CATFISH, SURVIVOR, MOUSE, LILY, BACHELOR, MAXI","['MINI, RAM, JAGUAR, FIAT', 'KNOCK, SLAM, PAN, ROAST', 'ALONE, CHOPPED, CATFISH, SURVIVOR', 'MOUSE, LILY, BACHELOR, MAXI']"
"MINT, TOMATO, MANGO, TAMARIND, MIRROR, PARROT, APE, MIME, GORILLA, GIBBON, BABOON, BONOBO, CARDINAL, PASTOR, LAMA, MONK","['MINT, TOMATO, MANGO, TAMARIND', 'MIRROR, PARROT, APE, MIME', 'GORILLA, GIBBON, BABOON, BONOBO', 'CARDINAL, PASTOR, LAMA, MONK']"
"MOCCASIN, BOA, MAMBA, ADDER, ELBOW, BOWTIE, TUBE, WHEEL, PRINCE, BALL, SLIPPER, PUMPKIN, POKE, STICK, PROD, JAB","['MOCCASIN, BOA, MAMBA, ADDER', 'ELBOW, BOWTIE, TUBE, WHEEL', 'PRINCE, BALL, SLIPPER, PUMPKIN', 'POKE, STICK, PROD, JAB']"
"MONTY, MOON, CIRCLE, HOUSE, GARTER, SLIP, THONG, TEDDY, PYTHON, BOA, MAMBA, VIPER, BRIEF, DIGEST, ABSTRACT, RUNDOWN","['MONTY, MOON, CIRCLE, HOUSE', 'GARTER, SLIP, THONG, TEDDY', 'PYTHON, BOA, MAMBA, VIPER', 'BRIEF, DIGEST, ABSTRACT, RUNDOWN']"
"MOON, COMET, PLANET, ASTEROID, LYME, PAIR, PLUMB, MELLON, GLOBE, POST, SUN, JOURNAL, SOME, FEW, HANDFUL, SEVERAL","['MOON, COMET, PLANET, ASTEROID', 'LYME, PAIR, PLUMB, MELLON', 'GLOBE, POST, SUN, JOURNAL', 'SOME, FEW, HANDFUL, SEVERAL']"
"MOVE, FASTER, GO, HURRY, PACE, SPEED, RATE, CLIP, CLIPPER, ROCKET, SPUR, PACER, MEDICINE, PROMPTER, COMMUTE, VISION","['MOVE, FASTER, GO, HURRY', 'PACE, SPEED, RATE, CLIP', 'CLIPPER, ROCKET, SPUR, PACER', 'MEDICINE, PROMPTER, COMMUTE, VISION']"
"MUSIC, MED, SANDWICH, SODA, STAR, LEAD, PRINCIPAL, HEADLINER, MAD, ONION, LAMPOON, CRACKED, SILVER, CROSS, SUN, GARLIC","['MUSIC, MED, SANDWICH, SODA', 'STAR, LEAD, PRINCIPAL, HEADLINER', 'MAD, ONION, LAMPOON, CRACKED', 'SILVER, CROSS, SUN, GARLIC']"
"MUSTARD, PLUM, GREEN, SCARLET, TARTAR, RELISH, KETCHUP, MAYO, PRIME, PEACOCK, HULU, NETFLIX, BLUE, GLUM, DOWN, LOW","['MUSTARD, PLUM, GREEN, SCARLET', 'TARTAR, RELISH, KETCHUP, MAYO', 'PRIME, PEACOCK, HULU, NETFLIX', 'BLUE, GLUM, DOWN, LOW']"
"MY LEFT FOOT, THE GREEN MILE, HEDWIG AND THE ANGRY INCH, THE LONGEST YARD, DUMBO, WALL STREET, CHINATOWN, MANHATTAN, E.T., KILL BILL, FRIGHT NIGHT, BE KIND REWIND, DOGMA, BEETLEJUICE, FOXY BROWN, OCTOPUSSY","['MY LEFT FOOT, THE GREEN MILE, HEDWIG AND THE ANGRY INCH, THE LONGEST YARD', 'DUMBO, WALL STREET, CHINATOWN, MANHATTAN', 'E.T., KILL BILL, FRIGHT NIGHT, BE KIND REWIND', 'DOGMA, BEETLEJUICE, FOXY BROWN, OCTOPUSSY']"
"NAIL, SCREW, BOLT, RIVET, SHAKE, FLOAT, SPLIT, SUNDAE, PEANUT, PALM, OLIVE, CORN, RICE, NOTE, FINGERS, WICKET","['NAIL, SCREW, BOLT, RIVET', 'SHAKE, FLOAT, SPLIT, SUNDAE', 'PEANUT, PALM, OLIVE, CORN', 'RICE, NOTE, FINGERS, WICKET']"
"NAIL, WASHER, SCREW, NUT, FLY, SINKER, LINE, HOOK, SINK, DRYER, MIRROR, CHAIR, BUG, BOLT, STRIKE, ROD","['NAIL, WASHER, SCREW, NUT', 'FLY, SINKER, LINE, HOOK', 'SINK, DRYER, MIRROR, CHAIR', 'BUG, BOLT, STRIKE, ROD']"
"NATIONAL, BUDGET, ENTERPRISE, THRIFTY, LATIN, JARGON, ENVIRON, PLEAD, TALK, WHISPERS, SPECULATION, RUMBLING, SLIP, STEAL, TIPTOE, CREEP","['NATIONAL, BUDGET, ENTERPRISE, THRIFTY', 'LATIN, JARGON, ENVIRON, PLEAD', 'TALK, WHISPERS, SPECULATION, RUMBLING', 'SLIP, STEAL, TIPTOE, CREEP']"
"NATURAL, FLUID, SMOOTH, GRACEFUL, JUICE, CHARGE, BATTERY, POWER, SWEAT, LABOR, WORK, EFFORT, MAINSTREAM, DAD, BURST, SODA","['NATURAL, FLUID, SMOOTH, GRACEFUL', 'JUICE, CHARGE, BATTERY, POWER', 'SWEAT, LABOR, WORK, EFFORT', 'MAINSTREAM, DAD, BURST, SODA']"
"NECK, FRENCH, MAKE OUT, KISS, TAPE, DRESSING, BANDAGE, SCISSORS, RANCH, COTTAGE, CRAFTSMAN, PRAIRIE, TONGUE, LANGUAGE, SPEECH, DIALECT","['NECK, FRENCH, MAKE OUT, KISS', 'TAPE, DRESSING, BANDAGE, SCISSORS', 'RANCH, COTTAGE, CRAFTSMAN, PRAIRIE', 'TONGUE, LANGUAGE, SPEECH, DIALECT']"
"NEON, MULLET, HEADBAND, SPANDEX, SPLIT, TUCK, PIKE, STRADDLE, ANIMAL, GOLDFISH, RITZ, OYSTER, SALMON, ROPE, WORD, CORPORATE","['NEON, MULLET, HEADBAND, SPANDEX', 'SPLIT, TUCK, PIKE, STRADDLE', 'ANIMAL, GOLDFISH, RITZ, OYSTER', 'SALMON, ROPE, WORD, CORPORATE']"
"NEW, ORIGINAL, MINT, UNUSED, FELLOW, ATTENDING, RESIDENT, INTERN, ROMAN, EAR, FRIEND, COUNTRYMAN, TIMES, TOWN, POCKET, PERFECT","['NEW, ORIGINAL, MINT, UNUSED', 'FELLOW, ATTENDING, RESIDENT, INTERN', 'ROMAN, EAR, FRIEND, COUNTRYMAN', 'TIMES, TOWN, POCKET, PERFECT']"
"NICKELODEON, HISTORY, DISCOVERY, OXYGEN, PENNYWISE, HOMEY, JOKER, RONALD, SAFETY, QUARTERBACK, GUARD, CENTER, DRIVE, DIMENSIONAL, DEFENSE, DEMOCRAT","['NICKELODEON, HISTORY, DISCOVERY, OXYGEN', 'PENNYWISE, HOMEY, JOKER, RONALD', 'SAFETY, QUARTERBACK, GUARD, CENTER', 'DRIVE, DIMENSIONAL, DEFENSE, DEMOCRAT']"
"NONSTOP, SOLID, STRAIGHT, CONSECUTIVE, FLIGHT, PLATTER, SAMPLER, TASTING, FLUSH, GLOW, BURN, BLUSH, COACH, FULL HOUSE, BLOSSOM, COMMUNITY","['NONSTOP, SOLID, STRAIGHT, CONSECUTIVE', 'FLIGHT, PLATTER, SAMPLER, TASTING', 'FLUSH, GLOW, BURN, BLUSH', 'COACH, FULL HOUSE, BLOSSOM, COMMUNITY']"
"NOPE, OPEN, PEON, PONE, US, YOU, THEM, ME, BEANIE, FUR, SANTA, NEPO, GET OUT, GO, LEAVE, SCRAM","['NOPE, OPEN, PEON, PONE', 'US, YOU, THEM, ME', 'BEANIE, FUR, SANTA, NEPO', 'GET OUT, GO, LEAVE, SCRAM']"
"NOTE, STAFF, REST, CLEF, ISLAND, CAPITOL, VIRGIN, COLUMBIA, TAU, GEM, CAN, LIB, SCALES, BULL, CRAB, TWINS","['NOTE, STAFF, REST, CLEF', 'ISLAND, CAPITOL, VIRGIN, COLUMBIA', 'TAU, GEM, CAN, LIB', 'SCALES, BULL, CRAB, TWINS']"
"NU, PI, XI, MU, LA, TI, FA, DO, nan, NI, HE, FE, MA, PA, CO, ME","['NU, PI, XI, MU', 'LA, TI, FA, DO', 'nan, NI, HE, FE', 'MA, PA, CO, ME']"
"NUMBER, VOLUME, AMOUNT, QUANTITY, CHANNEL, SOUND, STRAIT, CANAL, 96, SIS, NOON, MOW, REMOTE, HIDDEN, SECRET, PRIVATE","['NUMBER, VOLUME, AMOUNT, QUANTITY', 'CHANNEL, SOUND, STRAIT, CANAL', '96, SIS, NOON, MOW', 'REMOTE, HIDDEN, SECRET, PRIVATE']"
"OASIS, BLUR, PULP, SUEDE, WATCH, MONITOR, TRACK, SURVEY, LIGHT, BAKE, TIMER, BROIL, DESERT, HOURGLASS, BEACH, PLAYGROUND","['OASIS, BLUR, PULP, SUEDE', 'WATCH, MONITOR, TRACK, SURVEY', 'LIGHT, BAKE, TIMER, BROIL', 'DESERT, HOURGLASS, BEACH, PLAYGROUND']"
"OCTOPUS, SLOT MACHINE, SHIVA, VENUS DE MILO, CHANCE, GAMBLE, BET, RISK, JOKER, CASINO, HEAT, TAXI DRIVER, DICE, CUBE, SLICE, JULIENNE","['OCTOPUS, SLOT MACHINE, SHIVA, VENUS DE MILO', 'CHANCE, GAMBLE, BET, RISK', 'JOKER, CASINO, HEAT, TAXI DRIVER', 'DICE, CUBE, SLICE, JULIENNE']"
