Puzzle,Answer
DOWN;CON;RIGHT;BACK;BASE;DING;LIAR;LEFT;SYMBOL;UP;LOOT;STRIKE;SUPPORT;CHAMPION;ENDORSE;MINUS,DOWN;RIGHT;UP;LEFT
DOWN;CON;RIGHT;BACK;BASE;DING;LIAR;LEFT;SYMBOL;UP;LOOT;STRIKE;SUPPORT;CHAMPION;ENDORSE;MINUS,CON;MINUS;STRIKE;DING
DOWN;CON;RIGHT;BACK;BASE;DING;LIAR;LEFT;SYMBOL;UP;LOOT;STRIKE;SUPPORT;CHAMPION;ENDORSE;MINUS,LIAR;SYMBOL;LOOT;BASE
JUICE;SWEAT;NATURAL;POWER;WORK;FLUID;MAINSTREAM;BURST;EFFORT;SODA;DAD;CHARGE;BATTERY;LABOR;SMOOTH;GRACEFUL,NATURAL;FLUID;SMOOTH;GRACEFUL
JUICE;SWEAT;NATURAL;POWER;WORK;FLUID;MAINSTREAM;BURST;EFFORT;SODA;DAD;CHARGE;BATTERY;LABOR;SMOOTH;GRACEFUL,JUICE;CHARGE;BATTERY;POWER
JUICE;SWEAT;NATURAL;POWER;WORK;FLUID;MAINSTREAM;BURST;EFFORT;SODA;DAD;CHARGE;BATTERY;LABOR;SMOOTH;GRACEFUL,SWEAT;LABOR;WORK;EFFORT
JUICE;SWEAT;NATURAL;POWER;WORK;FLUID;MAINSTREAM;BURST;EFFORT;SODA;DAD;CHARGE;BATTERY;LABOR;SMOOTH;GRACEFUL,MAINSTREAM;DAD;BURST;SODA
POSSESSIVE;TAX;NAUSEOUS;IRREGULAR;TEST;SCRATCH;STRAIN;MIX;SAMPLE;PRESENT;TRY;JEALOUS;LUSH;DIRECT;ECOLOGICAL;SPIN,PRESENT;POSSESSIVE;DIRECT;IRREGULAR
POSSESSIVE;TAX;NAUSEOUS;IRREGULAR;TEST;SCRATCH;STRAIN;MIX;SAMPLE;PRESENT;TRY;JEALOUS;LUSH;DIRECT;ECOLOGICAL;SPIN,TRY;TAX;TEST;STRAIN
POSSESSIVE;TAX;NAUSEOUS;IRREGULAR;TEST;SCRATCH;STRAIN;MIX;SAMPLE;PRESENT;TRY;JEALOUS;LUSH;DIRECT;ECOLOGICAL;SPIN,SAMPLE;MIX;SCRATCH;SPIN
POSSESSIVE;TAX;NAUSEOUS;IRREGULAR;TEST;SCRATCH;STRAIN;MIX;SAMPLE;PRESENT;TRY;JEALOUS;LUSH;DIRECT;ECOLOGICAL;SPIN,JEALOUS;LUSH;NAUSEOUS;ECOLOGICAL
JACKKNIFE;PILLAR;PIRATE;CANNONBALL;BELLYFLOP;QUOTE;ECHO;BACKFLIP;ANCHOR;CORNERSTONE;REPEAT;BACKBONE;SATELLITE;TALK;HAM;PARROT,PILLAR;ANCHOR;CORNERSTONE;BACKBONE
JACKKNIFE;PILLAR;PIRATE;CANNONBALL;BELLYFLOP;QUOTE;ECHO;BACKFLIP;ANCHOR;CORNERSTONE;REPEAT;BACKBONE;SATELLITE;TALK;HAM;PARROT,PARROT;QUOTE;ECHO;REPEAT
JACKKNIFE;PILLAR;PIRATE;CANNONBALL;BELLYFLOP;QUOTE;ECHO;BACKFLIP;ANCHOR;CORNERSTONE;REPEAT;BACKBONE;SATELLITE;TALK;HAM;PARROT,CANNONBALL;JACKKNIFE;BACKFLIP;BELLYFLOP
JACKKNIFE;PILLAR;PIRATE;CANNONBALL;BELLYFLOP;QUOTE;ECHO;BACKFLIP;ANCHOR;CORNERSTONE;REPEAT;BACKBONE;SATELLITE;TALK;HAM;PARROT,TALK;PIRATE;HAM;SATELLITE
MIDDLE;POINTER;RING;FRY;HOARSE;LITTLE;ROUGH;KISS;AMBER;HORN;GRUFF;HUSKY;PORTER;SOUR;STOUT;BULLDOG,SOUR;STOUT;AMBER;PORTER
MIDDLE;POINTER;RING;FRY;HOARSE;LITTLE;ROUGH;KISS;AMBER;HORN;GRUFF;HUSKY;PORTER;SOUR;STOUT;BULLDOG,LITTLE;RING;POINTER;MIDDLE
MIDDLE;POINTER;RING;FRY;HOARSE;LITTLE;ROUGH;KISS;AMBER;HORN;GRUFF;HUSKY;PORTER;SOUR;STOUT;BULLDOG,BULLDOG;KISS;HORN;FRY
MIDDLE;POINTER;RING;FRY;HOARSE;LITTLE;ROUGH;KISS;AMBER;HORN;GRUFF;HUSKY;PORTER;SOUR;STOUT;BULLDOG,HUSKY;GRUFF;ROUGH;HOARSE
COMPOUND;FLAIR;GIFT;KNACK;SWELL;DEVELOPMENT;SUPER;SPECIFY;BLOCK;NIFTY;EXPLAIN;NEAT;COMPLEX;ELABORATE;EXPAND;FACILITY,FACILITY;GIFT;FLAIR;KNACK
COMPOUND;FLAIR;GIFT;KNACK;SWELL;DEVELOPMENT;SUPER;SPECIFY;BLOCK;NIFTY;EXPLAIN;NEAT;COMPLEX;ELABORATE;EXPAND;FACILITY,COMPLEX;BLOCK;COMPOUND;DEVELOPMENT
COMPOUND;FLAIR;GIFT;KNACK;SWELL;DEVELOPMENT;SUPER;SPECIFY;BLOCK;NIFTY;EXPLAIN;NEAT;COMPLEX;ELABORATE;EXPAND;FACILITY,SUPER;SWELL;NEAT;NIFTY
COMPOUND;FLAIR;GIFT;KNACK;SWELL;DEVELOPMENT;SUPER;SPECIFY;BLOCK;NIFTY;EXPLAIN;NEAT;COMPLEX;ELABORATE;EXPAND;FACILITY,EXPAND;ELABORATE;EXPLAIN;SPECIFY
DRIVE;LIBRA;LANE;WHALE;GUTTER;SOLFEGE;DOME;BOWL;ARENA;JUSTICE;ALLEY;COURT;TEAPOT;FISH;FOUNTAIN;COLISEUM,FISH;JUSTICE;SOLFEGE;LIBRA
DRIVE;LIBRA;LANE;WHALE;GUTTER;SOLFEGE;DOME;BOWL;ARENA;JUSTICE;ALLEY;COURT;TEAPOT;FISH;FOUNTAIN;COLISEUM,DOME;BOWL;COLISEUM;ARENA
DRIVE;LIBRA;LANE;WHALE;GUTTER;SOLFEGE;DOME;BOWL;ARENA;JUSTICE;ALLEY;COURT;TEAPOT;FISH;FOUNTAIN;COLISEUM,ALLEY;COURT;LANE;DRIVE
DRIVE;LIBRA;LANE;WHALE;GUTTER;SOLFEGE;DOME;BOWL;ARENA;JUSTICE;ALLEY;COURT;TEAPOT;FISH;FOUNTAIN;COLISEUM,GUTTER;WHALE;TEAPOT;FOUNTAIN
CREW;SELL;HYPE;MARKET;PITCH;CHUCK;ROMANCE;FICTION;HURL;HUMOR;TUBE;FLING;TRAVEL;ANKLE;SWEAT;CAST,ROMANCE;TRAVEL;FICTION;HUMOR
CREW;SELL;HYPE;MARKET;PITCH;CHUCK;ROMANCE;FICTION;HURL;HUMOR;TUBE;FLING;TRAVEL;ANKLE;SWEAT;CAST,PITCH;MARKET;HYPE;SELL
CREW;SELL;HYPE;MARKET;PITCH;CHUCK;ROMANCE;FICTION;HURL;HUMOR;TUBE;FLING;TRAVEL;ANKLE;SWEAT;CAST,FLING;CHUCK;CAST;HURL
CREW;SELL;HYPE;MARKET;PITCH;CHUCK;ROMANCE;FICTION;HURL;HUMOR;TUBE;FLING;TRAVEL;ANKLE;SWEAT;CAST,TUBE;CREW;SWEAT;ANKLE
RIGHT;TEN;SNACK;YIELD;BABE;ASIDE;DETOUR;REVERSE;PRODUCE;GENERATE;TANGENT;DIGRESSION;RADIUS;ARE;FOX;BEAR,BEAR;YIELD;GENERATE;PRODUCE
RIGHT;TEN;SNACK;YIELD;BABE;ASIDE;DETOUR;REVERSE;PRODUCE;GENERATE;TANGENT;DIGRESSION;RADIUS;ARE;FOX;BEAR,FOX;SNACK;TEN;BABE
RIGHT;TEN;SNACK;YIELD;BABE;ASIDE;DETOUR;REVERSE;PRODUCE;GENERATE;TANGENT;DIGRESSION;RADIUS;ARE;FOX;BEAR,DETOUR;TANGENT;DIGRESSION;ASIDE
RIGHT;TEN;SNACK;YIELD;BABE;ASIDE;DETOUR;REVERSE;PRODUCE;GENERATE;TANGENT;DIGRESSION;RADIUS;ARE;FOX;BEAR,RADIUS;REVERSE;RIGHT;ARE
WINDOWS;TEAMS;RUN;MILK;ROSE;WORK;EDGE;OFFICE;FUNCTION;DEVIL;STRAWBERRY;BLONDE;OPERATE;VICE;JOBS;MARS,RUN;WORK;FUNCTION;OPERATE
WINDOWS;TEAMS;RUN;MILK;ROSE;WORK;EDGE;OFFICE;FUNCTION;DEVIL;STRAWBERRY;BLONDE;OPERATE;VICE;JOBS;MARS,MILK;BLONDE;JOBS;VICE
WINDOWS;TEAMS;RUN;MILK;ROSE;WORK;EDGE;OFFICE;FUNCTION;DEVIL;STRAWBERRY;BLONDE;OPERATE;VICE;JOBS;MARS,OFFICE;TEAMS;EDGE;WINDOWS
WINDOWS;TEAMS;RUN;MILK;ROSE;WORK;EDGE;OFFICE;FUNCTION;DEVIL;STRAWBERRY;BLONDE;OPERATE;VICE;JOBS;MARS,STRAWBERRY;ROSE;MARS;DEVIL
CHAMPION;GOTH;METAL;GONE;VALUE;HORROR;ELSEWHERE;ADVOCATE;EXPONENT;MIA;CHEERLEADER;ABSENT;WAVE;GLAM;JOCK;PUNK,MIA;ELSEWHERE;GONE;ABSENT
CHAMPION;GOTH;METAL;GONE;VALUE;HORROR;ELSEWHERE;ADVOCATE;EXPONENT;MIA;CHEERLEADER;ABSENT;WAVE;GLAM;JOCK;PUNK,PUNK;GOTH;GLAM;METAL
CHAMPION;GOTH;METAL;GONE;VALUE;HORROR;ELSEWHERE;ADVOCATE;EXPONENT;MIA;CHEERLEADER;ABSENT;WAVE;GLAM;JOCK;PUNK,HORROR;JOCK;WAVE;VALUE
CHAMPION;GOTH;METAL;GONE;VALUE;HORROR;ELSEWHERE;ADVOCATE;EXPONENT;MIA;CHEERLEADER;ABSENT;WAVE;GLAM;JOCK;PUNK,CHEERLEADER;CHAMPION;EXPONENT;ADVOCATE
BEETHOVEN;SPINE;KALEIDOSCOPE;BUTTERFLY;TORTOISESHELL;CORNUCOPIA;CALICO;COVER;NERVE;TUXEDO;TABBY;PEACOCK;JACKET;WILLY;JITTER;PAGE,TUXEDO;TORTOISESHELL;CALICO;TABBY
BEETHOVEN;SPINE;KALEIDOSCOPE;BUTTERFLY;TORTOISESHELL;CORNUCOPIA;CALICO;COVER;NERVE;TUXEDO;TABBY;PEACOCK;JACKET;WILLY;JITTER;PAGE,BUTTERFLY;NERVE;WILLY;JITTER
BEETHOVEN;SPINE;KALEIDOSCOPE;BUTTERFLY;TORTOISESHELL;CORNUCOPIA;CALICO;COVER;NERVE;TUXEDO;TABBY;PEACOCK;JACKET;WILLY;JITTER;PAGE,SPINE;JACKET;COVER;PAGE
BEETHOVEN;SPINE;KALEIDOSCOPE;BUTTERFLY;TORTOISESHELL;CORNUCOPIA;CALICO;COVER;NERVE;TUXEDO;TABBY;PEACOCK;JACKET;WILLY;JITTER;PAGE,PEACOCK;BEETHOVEN;CORNUCOPIA;KALEIDOSCOPE
MICROWAVE;VISIBLE;DRILL;BRIDLE;RAM;JAM;RADIO;BYTE;COOK;STUFF;SERVER;PACK;HOST;DISHWASHER;COMEDIAN;X-RAY,RAM;STUFF;PACK;JAM
MICROWAVE;VISIBLE;DRILL;BRIDLE;RAM;JAM;RADIO;BYTE;COOK;STUFF;SERVER;PACK;HOST;DISHWASHER;COMEDIAN;X-RAY,X-RAY;RADIO;MICROWAVE;VISIBLE
MICROWAVE;VISIBLE;DRILL;BRIDLE;RAM;JAM;RADIO;BYTE;COOK;STUFF;SERVER;PACK;HOST;DISHWASHER;COMEDIAN;X-RAY,DISHWASHER;SERVER;COOK;HOST
MICROWAVE;VISIBLE;DRILL;BRIDLE;RAM;JAM;RADIO;BYTE;COOK;STUFF;SERVER;PACK;HOST;DISHWASHER;COMEDIAN;X-RAY,BYTE;DRILL;COMEDIAN;BRIDLE
CLOUD;BULL;SHOE;COTTON BALL;MIND;OBJECT;GUINEA PIG;DANDELION;SHEEP;VOLUNTEER;PROTEST;SUBJECT;DISAPPROVE;MATTER;PARTICIPANT;FOG,CLOUD;COTTON BALL;DANDELION;SHEEP
CLOUD;BULL;SHOE;COTTON BALL;MIND;OBJECT;GUINEA PIG;DANDELION;SHEEP;VOLUNTEER;PROTEST;SUBJECT;DISAPPROVE;MATTER;PARTICIPANT;FOG,SUBJECT;GUINEA PIG;VOLUNTEER;PARTICIPANT
CLOUD;BULL;SHOE;COTTON BALL;MIND;OBJECT;GUINEA PIG;DANDELION;SHEEP;VOLUNTEER;PROTEST;SUBJECT;DISAPPROVE;MATTER;PARTICIPANT;FOG,OBJECT;MIND;PROTEST;DISAPPROVE
CLOUD;BULL;SHOE;COTTON BALL;MIND;OBJECT;GUINEA PIG;DANDELION;SHEEP;VOLUNTEER;PROTEST;SUBJECT;DISAPPROVE;MATTER;PARTICIPANT;FOG,SHOE;BULL;FOG;MATTER
CANDY;GET IT;HACK IT;CONTACT;BIRTHDAY;UNDERSTAND;MAKE DO;SHADOW;GET WELL;WITNESS;GET BY;CONGRATULATIONS;MANAGE;THANK YOU;SEE;CAPISCE,GET IT;SEE;UNDERSTAND;CAPISCE
CANDY;GET IT;HACK IT;CONTACT;BIRTHDAY;UNDERSTAND;MAKE DO;SHADOW;GET WELL;WITNESS;GET BY;CONGRATULATIONS;MANAGE;THANK YOU;SEE;CAPISCE,BIRTHDAY;THANK YOU;GET WELL;CONGRATULATIONS
CANDY;GET IT;HACK IT;CONTACT;BIRTHDAY;UNDERSTAND;MAKE DO;SHADOW;GET WELL;WITNESS;GET BY;CONGRATULATIONS;MANAGE;THANK YOU;SEE;CAPISCE,HACK IT;MAKE DO;MANAGE;GET BY
CANDY;GET IT;HACK IT;CONTACT;BIRTHDAY;UNDERSTAND;MAKE DO;SHADOW;GET WELL;WITNESS;GET BY;CONGRATULATIONS;MANAGE;THANK YOU;SEE;CAPISCE,CANDY;CONTACT;WITNESS;SHADOW
BUDDY;BLUE;DOWN;OOZE;EERIE;GAME;AARDVARK;LLAMA;BRINY;WILLING;TIGER;DRINK;AMENABLE;DEEP;CHAMP;SPORT,OOZE;LLAMA;EERIE;AARDVARK
BUDDY;BLUE;DOWN;OOZE;EERIE;GAME;AARDVARK;LLAMA;BRINY;WILLING;TIGER;DRINK;AMENABLE;DEEP;CHAMP;SPORT,SPORT;TIGER;CHAMP;BUDDY
BUDDY;BLUE;DOWN;OOZE;EERIE;GAME;AARDVARK;LLAMA;BRINY;WILLING;TIGER;DRINK;AMENABLE;DEEP;CHAMP;SPORT,DRINK;BLUE;DEEP;BRINY
BUDDY;BLUE;DOWN;OOZE;EERIE;GAME;AARDVARK;LLAMA;BRINY;WILLING;TIGER;DRINK;AMENABLE;DEEP;CHAMP;SPORT,DOWN;GAME;AMENABLE;WILLING
TONGUE;BALONEY;RUSH;THRILL;REMOTE;TAKE;KICK;TRIPE;STOMACH;MOUSE;HEELS;BEAR;BULL;HIGH;BUNK;STAND,RUSH;KICK;HIGH;THRILL
TONGUE;BALONEY;RUSH;THRILL;REMOTE;TAKE;KICK;TRIPE;STOMACH;MOUSE;HEELS;BEAR;BULL;HIGH;BUNK;STAND,BULL;TRIPE;BALONEY;BUNK
TONGUE;BALONEY;RUSH;THRILL;REMOTE;TAKE;KICK;TRIPE;STOMACH;MOUSE;HEELS;BEAR;BULL;HIGH;BUNK;STAND,TONGUE;HEELS;MOUSE;REMOTE
TONGUE;BALONEY;RUSH;THRILL;REMOTE;TAKE;KICK;TRIPE;STOMACH;MOUSE;HEELS;BEAR;BULL;HIGH;BUNK;STAND,STAND;BEAR;STOMACH;TAKE
BUTTERFLY;TWIN;HEAD;LEAD;THRONE;MERCURY;QUEEN;BUTCHER;KING;CAN;FULL;GOLD;JOHN;TIN;BOWIE;BUTTER,BOWIE;BUTTER;BUTTERFLY;BUTCHER
BUTTERFLY;TWIN;HEAD;LEAD;THRONE;MERCURY;QUEEN;BUTCHER;KING;CAN;FULL;GOLD;JOHN;TIN;BOWIE;BUTTER,FULL;KING;QUEEN;TWIN
BUTTERFLY;TWIN;HEAD;LEAD;THRONE;MERCURY;QUEEN;BUTCHER;KING;CAN;FULL;GOLD;JOHN;TIN;BOWIE;BUTTER,LEAD;MERCURY;GOLD;TIN
BUTTERFLY;TWIN;HEAD;LEAD;THRONE;MERCURY;QUEEN;BUTCHER;KING;CAN;FULL;GOLD;JOHN;TIN;BOWIE;BUTTER,HEAD;THRONE;JOHN;CAN
BUZZ;DAISY;STING;YOGI;POPPY;FLUB;POLLINATE;JASMINE;BOO-BOO;LOU;GOOF;MICKEY;DANCE;GAFFE;BABE;PETUNIA,BOO-BOO;GOOF;FLUB;GAFFE
BUZZ;DAISY;STING;YOGI;POPPY;FLUB;POLLINATE;JASMINE;BOO-BOO;LOU;GOOF;MICKEY;DANCE;GAFFE;BABE;PETUNIA,BABE;MICKEY;YOGI;LOU
BUZZ;DAISY;STING;YOGI;POPPY;FLUB;POLLINATE;JASMINE;BOO-BOO;LOU;GOOF;MICKEY;DANCE;GAFFE;BABE;PETUNIA,DAISY;JASMINE;PETUNIA;POPPY
BUZZ;DAISY;STING;YOGI;POPPY;FLUB;POLLINATE;JASMINE;BOO-BOO;LOU;GOOF;MICKEY;DANCE;GAFFE;BABE;PETUNIA,BUZZ;DANCE;STING;POLLINATE
CRAFT;CONCERNING;CHAMP;BEST;SHIP;BARGE;ABOUT;LEGEND;GOAT;VESSEL;HARE;MUSSEL;NAVAL;ON;I;TOWARD,CHAMP;BEST;GOAT;LEGEND
CRAFT;CONCERNING;CHAMP;BEST;SHIP;BARGE;ABOUT;LEGEND;GOAT;VESSEL;HARE;MUSSEL;NAVAL;ON;I;TOWARD,I;MUSSEL;HARE;NAVAL
CRAFT;CONCERNING;CHAMP;BEST;SHIP;BARGE;ABOUT;LEGEND;GOAT;VESSEL;HARE;MUSSEL;NAVAL;ON;I;TOWARD,SHIP;CRAFT;BARGE;VESSEL
CRAFT;CONCERNING;CHAMP;BEST;SHIP;BARGE;ABOUT;LEGEND;GOAT;VESSEL;HARE;MUSSEL;NAVAL;ON;I;TOWARD,ON;ABOUT;TOWARD;CONCERNING
RANCH;TONGUE;FRENCH;SPEECH;SCISSORS;LANGUAGE;PRAIRIE;CRAFTSMAN;MAKE OUT;COTTAGE;NECK;DIALECT;DRESSING;TAPE;BANDAGE;KISS,NECK;FRENCH;MAKE OUT;KISS
RANCH;TONGUE;FRENCH;SPEECH;SCISSORS;LANGUAGE;PRAIRIE;CRAFTSMAN;MAKE OUT;COTTAGE;NECK;DIALECT;DRESSING;TAPE;BANDAGE;KISS,TAPE;DRESSING;BANDAGE;SCISSORS
RANCH;TONGUE;FRENCH;SPEECH;SCISSORS;LANGUAGE;PRAIRIE;CRAFTSMAN;MAKE OUT;COTTAGE;NECK;DIALECT;DRESSING;TAPE;BANDAGE;KISS,RANCH;COTTAGE;CRAFTSMAN;PRAIRIE
RANCH;TONGUE;FRENCH;SPEECH;SCISSORS;LANGUAGE;PRAIRIE;CRAFTSMAN;MAKE OUT;COTTAGE;NECK;DIALECT;DRESSING;TAPE;BANDAGE;KISS,TONGUE;LANGUAGE;SPEECH;DIALECT
BUD;DIRT;REACH;PARTNER;SCOPE;RANGE;NATTY;PHONE;SIERRA;CHECK;PAL;MATCH;MATE;STELLA;COMPLEMENT;EXTENT,BUD;SIERRA;NATTY;STELLA
BUD;DIRT;REACH;PARTNER;SCOPE;RANGE;NATTY;PHONE;SIERRA;CHECK;PAL;MATCH;MATE;STELLA;COMPLEMENT;EXTENT,RANGE;REACH;SCOPE;EXTENT
BUD;DIRT;REACH;PARTNER;SCOPE;RANGE;NATTY;PHONE;SIERRA;CHECK;PAL;MATCH;MATE;STELLA;COMPLEMENT;EXTENT,MATCH;MATE;COMPLEMENT;PARTNER
BUD;DIRT;REACH;PARTNER;SCOPE;RANGE;NATTY;PHONE;SIERRA;CHECK;PAL;MATCH;MATE;STELLA;COMPLEMENT;EXTENT,PHONE;DIRT;PAL;CHECK
NERD;KISS;HOUR;SNOOZE;ALARM;PERHAPS;WHOPPER;RUNT;WHAT IF;DOPE;SAY;TIME SET;GRUMP;SLEEP;SUPPOSE;DO,SNOOZE;ALARM;HOUR;TIME SET
NERD;KISS;HOUR;SNOOZE;ALARM;PERHAPS;WHOPPER;RUNT;WHAT IF;DOPE;SAY;TIME SET;GRUMP;SLEEP;SUPPOSE;DO,NERD;RUNT;KISS;WHOPPER
NERD;KISS;HOUR;SNOOZE;ALARM;PERHAPS;WHOPPER;RUNT;WHAT IF;DOPE;SAY;TIME SET;GRUMP;SLEEP;SUPPOSE;DO,GRUMP;DO;DOPE;SLEEP
NERD;KISS;HOUR;SNOOZE;ALARM;PERHAPS;WHOPPER;RUNT;WHAT IF;DOPE;SAY;TIME SET;GRUMP;SLEEP;SUPPOSE;DO,WHAT IF;SAY;SUPPOSE;PERHAPS
AVERAGE;SUN;THIGH-HIGH;MA;OR;HI;COWBOY;GO-GO;ELEVATOR;SO-SO;ANKLE;FAIR;OK;TIDE;PA;YO-YO,COWBOY;ANKLE;GO-GO;THIGH-HIGH
AVERAGE;SUN;THIGH-HIGH;MA;OR;HI;COWBOY;GO-GO;ELEVATOR;SO-SO;ANKLE;FAIR;OK;TIDE;PA;YO-YO,OK;FAIR;AVERAGE;SO-SO
AVERAGE;SUN;THIGH-HIGH;MA;OR;HI;COWBOY;GO-GO;ELEVATOR;SO-SO;ANKLE;FAIR;OK;TIDE;PA;YO-YO,SUN;TIDE;YO-YO;ELEVATOR
AVERAGE;SUN;THIGH-HIGH;MA;OR;HI;COWBOY;GO-GO;ELEVATOR;SO-SO;ANKLE;FAIR;OK;TIDE;PA;YO-YO,HI;MA;PA;OR
SPOKE;WHEEL;DESIGNATION;STRIKING;MARKED;PORTER;SOBRIQUET;SAID;VOICED;POWER;ROUGH;CLEAR;MONIKER;HANDLE;PRONOUNCED;TOLD,HANDLE;DESIGNATION;MONIKER;SOBRIQUET
SPOKE;WHEEL;DESIGNATION;STRIKING;MARKED;PORTER;SOBRIQUET;SAID;VOICED;POWER;ROUGH;CLEAR;MONIKER;HANDLE;PRONOUNCED;TOLD,MARKED;CLEAR;PRONOUNCED;STRIKING
SPOKE;WHEEL;DESIGNATION;STRIKING;MARKED;PORTER;SOBRIQUET;SAID;VOICED;POWER;ROUGH;CLEAR;MONIKER;HANDLE;PRONOUNCED;TOLD,SAID;SPOKE;TOLD;VOICED
SPOKE;WHEEL;DESIGNATION;STRIKING;MARKED;PORTER;SOBRIQUET;SAID;VOICED;POWER;ROUGH;CLEAR;MONIKER;HANDLE;PRONOUNCED;TOLD,WHEEL;PORTER;ROUGH;POWER
TIRE;PUNCH;BASKETBALL;SMEAR;FLOATIE;SOUR;LINE;BAR;COAT;CAKE;SLING;PLASTER;BUBBLE;FIZZ;PIE;BALLOON,FIZZ;SLING;PUNCH;SOUR
TIRE;PUNCH;BASKETBALL;SMEAR;FLOATIE;SOUR;LINE;BAR;COAT;CAKE;SLING;PLASTER;BUBBLE;FIZZ;PIE;BALLOON,CAKE;COAT;SMEAR;PLASTER
TIRE;PUNCH;BASKETBALL;SMEAR;FLOATIE;SOUR;LINE;BAR;COAT;CAKE;SLING;PLASTER;BUBBLE;FIZZ;PIE;BALLOON,BAR;PIE;BUBBLE;LINE
TIRE;PUNCH;BASKETBALL;SMEAR;FLOATIE;SOUR;LINE;BAR;COAT;CAKE;SLING;PLASTER;BUBBLE;FIZZ;PIE;BALLOON,BALLOON;TIRE;FLOATIE;BASKETBALL
COCONUT;MOUNTAIN;CHAIR;BLUES;SAUERKRAUT;BRAT;MUSTARD;WARRIOR;ROCK;FOLK;BUN;UPDO;SOULMATE;WALLET;COUNTRY;TREE,BUN;MUSTARD;SAUERKRAUT;BRAT
COCONUT;MOUNTAIN;CHAIR;BLUES;SAUERKRAUT;BRAT;MUSTARD;WARRIOR;ROCK;FOLK;BUN;UPDO;SOULMATE;WALLET;COUNTRY;TREE,FOLK;ROCK;COUNTRY;BLUES
COCONUT;MOUNTAIN;CHAIR;BLUES;SAUERKRAUT;BRAT;MUSTARD;WARRIOR;ROCK;FOLK;BUN;UPDO;SOULMATE;WALLET;COUNTRY;TREE,COCONUT;SOULMATE;UPDO;WALLET
COCONUT;MOUNTAIN;CHAIR;BLUES;SAUERKRAUT;BRAT;MUSTARD;WARRIOR;ROCK;FOLK;BUN;UPDO;SOULMATE;WALLET;COUNTRY;TREE,WARRIOR;TREE;CHAIR;MOUNTAIN
STORY;DECK;TOILET PAPER;MIRROR;GLOBE;REEL;SUN;EGG;MOON;FLOOR;LEVEL;SCREEN;PROJECTOR;POST;STREAK;SPEAKER,SCREEN;REEL;SPEAKER;PROJECTOR
STORY;DECK;TOILET PAPER;MIRROR;GLOBE;REEL;SUN;EGG;MOON;FLOOR;LEVEL;SCREEN;PROJECTOR;POST;STREAK;SPEAKER,SUN;POST;GLOBE;MIRROR
STORY;DECK;TOILET PAPER;MIRROR;GLOBE;REEL;SUN;EGG;MOON;FLOOR;LEVEL;SCREEN;PROJECTOR;POST;STREAK;SPEAKER,EGG;MOON;STREAK;TOILET PAPER
STORY;DECK;TOILET PAPER;MIRROR;GLOBE;REEL;SUN;EGG;MOON;FLOOR;LEVEL;SCREEN;PROJECTOR;POST;STREAK;SPEAKER,STORY;DECK;FLOOR;LEVEL
TAN;CHECK;TIE;CORSET;BOA;BUFF;SCREEN;FAWN;FAN;MONITOR;TERMINAL;DISPLAY;CREAM;FINISH;BASK;GLOVES,TAN;FAWN;BUFF;CREAM
TAN;CHECK;TIE;CORSET;BOA;BUFF;SCREEN;FAWN;FAN;MONITOR;TERMINAL;DISPLAY;CREAM;FINISH;BASK;GLOVES,FAN;BOA;CORSET;GLOVES
TAN;CHECK;TIE;CORSET;BOA;BUFF;SCREEN;FAWN;FAN;MONITOR;TERMINAL;DISPLAY;CREAM;FINISH;BASK;GLOVES,TIE;CHECK;FINISH;BASK
TAN;CHECK;TIE;CORSET;BOA;BUFF;SCREEN;FAWN;FAN;MONITOR;TERMINAL;DISPLAY;CREAM;FINISH;BASK;GLOVES,MONITOR;SCREEN;TERMINAL;DISPLAY
BLOW;WIND;POP;TURTLE;GUST;TURN;CRAB;GRINCH;LION;BULL;CAT;RAM;CRANK;PUFF;REEL;DRAFT,CAT;POP;GRINCH;TURTLE
BLOW;WIND;POP;TURTLE;GUST;TURN;CRAB;GRINCH;LION;BULL;CAT;RAM;CRANK;PUFF;REEL;DRAFT,CRANK;WIND;REEL;TURN
BLOW;WIND;POP;TURTLE;GUST;TURN;CRAB;GRINCH;LION;BULL;CAT;RAM;CRANK;PUFF;REEL;DRAFT,BLOW;DRAFT;PUFF;GUST
BLOW;WIND;POP;TURTLE;GUST;TURN;CRAB;GRINCH;LION;BULL;CAT;RAM;CRANK;PUFF;REEL;DRAFT,LION;CRAB;RAM;BULL
MARTINI;SLIDE;TEETH;HUMOR;TEA BAG;YO-YO;TEETOTALER;BLUES;TETHERBALL;STEPS;TEETER-TOTTER;SWINGS;BOOMER;DESERT;PENDULUM;MONKEY BARS,TEETH;STEPS;BOOMER;BLUES
MARTINI;SLIDE;TEETH;HUMOR;TEA BAG;YO-YO;TEETOTALER;BLUES;TETHERBALL;STEPS;TEETER-TOTTER;SWINGS;BOOMER;DESERT;PENDULUM;MONKEY BARS,MARTINI;HUMOR;TEETOTALER;DESERT
MARTINI;SLIDE;TEETH;HUMOR;TEA BAG;YO-YO;TEETOTALER;BLUES;TETHERBALL;STEPS;TEETER-TOTTER;SWINGS;BOOMER;DESERT;PENDULUM;MONKEY BARS,PENDULUM;TEA BAG;TETHERBALL;YO-YO
